,project,gitPath,CommitID,Deleted CommitID,LatestDockerfile,Comment,CommitDate,DeleteComment,(File) FirstCommit,(File) Deleted,firstCommitからコメント追加までの日数,コメント追加からコメント削除までの日数,追加時ファイル,削除時ファイル,(origin)追加時ファイル,(origin)SATD
126,"docker
docker-ce",https://github.com/docker/docker-ce,2a1e2c7de1d97b0f8123e0e7d0cd79d4efa10c80,7fe655caac4b56da0004a5a7c52765b7e09aef1f,components/engine/Dockerfile,"# !!! TEMPORARY HACK !!!
# Because of https://github.com/golang/go/issues/15286 we have to revert to Go 1.5.3 for windows/amd64 in master
# To change which version of Go to compile with, simply prepend PATH with /usr/local/go1.5.3/bin
# and set GOROOT to /usr/local/go1.5.3",2016/04/16 10:00,2016/05/25 18:58,2013/07/09 13:30,,1011 days 20:30:00.000000000,"39 days, 8:58:00",https://github.com/docker/docker-ce/commit/2a1e2c7de1d97b0f8123e0e7d0cd79d4efa10c80#diff-a3e40a36d8a31c3425a6c7002b217d41d51782bd42bddb2471e89c082fdd4185R133,https://github.com/docker/docker-ce/commit/7fe655caac4b56da0004a5a7c52765b7e09aef1f#diff-a3e40a36d8a31c3425a6c7002b217d41d51782bd42bddb2471e89c082fdd4185L134,,
76,"moby
moby",https://github.com/moby/moby,3b3e58b639729e0fb3227e21367fea3ff9c5ff03,40b21745cc14628fc5336fbacddf092667a70c65,Dockerfile,"# !!! TEMPORARY HACK !!!
# Because of https://github.com/golang/go/issues/15286 we have to revert to Go 1.5.3 for windows/amd64 in master
# To change which version of Go to compile with, simply prepend PATH with /usr/local/go1.5.3/bin
# and set GOROOT to /usr/local/go1.5.3",2016/04/16 10:00,2016/05/25 18:58,2013/07/09 13:30,,1011 days 20:30:00.000000000,"39 days, 8:58:00",https://github.com/moby/moby/commit/3b3e58b639729e0fb3227e21367fea3ff9c5ff03#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557R133,https://github.com/moby/moby/commit/40b21745cc14628fc5336fbacddf092667a70c65#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557L134,,
270,"docker-library
kibana",https://github.com/docker-library/kibana,cc92280939a05c80282bc33e85e8a24e14f08def,75cfa3c5b20eb24a319937c0f7754ad06057d843,5/Dockerfile,# TODO figure out what's going on here and what it'll settle to for 5.0 GA,2016/04/19 01:22,2016/10/27 05:21,2016/04/19 01:22,2019/04/23 04:53,0 days 00:00:00.000000000,"191 days, 3:59:00",https://github.com/docker-library/kibana/commit/cc92280939a05c80282bc33e85e8a24e14f08def#diff-7b5fad32e65ae9f5e1aca3df09418c5f2917fd0122c4e5896dd800b8b009cc49R44,https://github.com/docker-library/kibana/commit/75cfa3c5b20eb24a319937c0f7754ad06057d843#diff-7b5fad32e65ae9f5e1aca3df09418c5f2917fd0122c4e5896dd800b8b009cc49L45,,
243,"docker-library
tomcat",https://github.com/docker-library/tomcat,ec75141e3cb6276b07d66c16042152e2d4de119c,d08341e2ed934abd7ff1baa0c26d6eac4f45f73a,9.0/jdk8/openjdk-buster/Dockerfile,"# http://tomcat.10.x6.nabble.com/VOTE-Release-Apache-Tomcat-8-0-32-tp5046007p5048274.html (ie, HACK HACK HACK)",2016/04/23 08:52,2016/05/17 09:11,2016/04/02 03:02,,21 days 05:50:00.000000000,"24 days, 0:19:00",https://github.com/docker-library/tomcat/commit/ec75141e3cb6276b07d66c16042152e2d4de119c#diff-d52f8875947c9567e2bed222df168ccdfec884904dbd6014babc2601b8b852b7R60,https://github.com/docker-library/tomcat/commit/d08341e2ed934abd7ff1baa0c26d6eac4f45f73a#diff-d52f8875947c9567e2bed222df168ccdfec884904dbd6014babc2601b8b852b7L60,,
244,"docker-library
tomcat",https://github.com/docker-library/tomcat,ec75141e3cb6276b07d66c16042152e2d4de119c,d08341e2ed934abd7ff1baa0c26d6eac4f45f73a,9.0/jdk8/openjdk-slim-buster/Dockerfile,"# http://tomcat.10.x6.nabble.com/VOTE-Release-Apache-Tomcat-8-0-32-tp5046007p5048274.html (ie, HACK HACK HACK)",2016/04/23 08:52,2016/05/17 09:11,2014/11/21 07:04,,519 days 01:48:00.000000000,"24 days, 0:19:00",https://github.com/docker-library/tomcat/commit/ec75141e3cb6276b07d66c16042152e2d4de119c#diff-681f1480a04b6be4e02dccd89a794b9a7f8771f1ddb4148d8c3d0fbe5da663e4R60,https://github.com/docker-library/tomcat/commit/d08341e2ed934abd7ff1baa0c26d6eac4f45f73a#diff-681f1480a04b6be4e02dccd89a794b9a7f8771f1ddb4148d8c3d0fbe5da663e4L60,,
242,"docker-library
tomcat",https://github.com/docker-library/tomcat,ec75141e3cb6276b07d66c16042152e2d4de119c,d08341e2ed934abd7ff1baa0c26d6eac4f45f73a,8.5/jdk8/openjdk-slim-buster/Dockerfile,"# http://tomcat.10.x6.nabble.com/VOTE-Release-Apache-Tomcat-8-0-32-tp5046007p5048274.html (ie, HACK HACK HACK)",2016/04/23 08:52,2016/05/17 09:11,2016/04/02 01:43,,21 days 07:09:00.000000000,"24 days, 0:19:00",https://github.com/docker-library/tomcat/commit/ec75141e3cb6276b07d66c16042152e2d4de119c#diff-3f6869de99b6a965d8080d4986bb26d3f227bf32ab9c0b0312f9947ca77eacd9R60,https://github.com/docker-library/tomcat/commit/d08341e2ed934abd7ff1baa0c26d6eac4f45f73a#diff-3f6869de99b6a965d8080d4986bb26d3f227bf32ab9c0b0312f9947ca77eacd9L60,,
245,"docker-library
tomcat",https://github.com/docker-library/tomcat,ec75141e3cb6276b07d66c16042152e2d4de119c,d08341e2ed934abd7ff1baa0c26d6eac4f45f73a,8.5/jdk11/openjdk-slim-buster/Dockerfile,"# http://tomcat.10.x6.nabble.com/VOTE-Release-Apache-Tomcat-8-0-32-tp5046007p5048274.html (ie, HACK HACK HACK)",2016/04/23 08:52,2016/05/17 09:11,2014/10/23 08:32,,548 days 00:20:00.000000000,"24 days, 0:19:00",https://github.com/docker-library/tomcat/commit/ec75141e3cb6276b07d66c16042152e2d4de119c#diff-04b883ecde4119ea54b2e630e8e085d99e0a1f0377cada8a4d1f0266442181fcR60,https://github.com/docker-library/tomcat/commit/d08341e2ed934abd7ff1baa0c26d6eac4f45f73a#diff-04b883ecde4119ea54b2e630e8e085d99e0a1f0377cada8a4d1f0266442181fcL60,,
393,"osrf
docker_images",https://github.com/osrf/docker_images,f780a6cc3b381b6ac6fbb998766233b27f66f175,b2bf197ae5bcbb8805f7d568b5f936f7d7294300,sros/kinetic/Dockerfile,"# HACK, replacing shell with bash for later docker build commands",2016/08/12 02:31,2018/01/04 08:43,2016/08/12 02:31,,0 days 00:00:00.000000000,"510 days, 6:12:00",https://github.com/osrf/docker_images/commit/f780a6cc3b381b6ac6fbb998766233b27f66f175#diff-b01ddf3884abfe13d85edb0481b8c41951af56f6b1890a3bfeece9deb8b5652fR63,https://github.com/osrf/docker_images/commit/b2bf197ae5bcbb8805f7d568b5f936f7d7294300#diff-b01ddf3884abfe13d85edb0481b8c41951af56f6b1890a3bfeece9deb8b5652fL68,,
202,"docker-library
wordpress",https://github.com/docker-library/wordpress,637afb53dc03b4af19149a0880e796346f97c137,bac437242c43cd716d2273b14443d3541a7af84e,php5.6/fpm/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2016/12/13 05:20,2018/01/02 03:03,2015/02/15 02:17,2019/01/05 09:07,667 days 03:03:00.000000000,"384 days, 21:43:00",https://github.com/docker-library/wordpress/commit/637afb53dc03b4af19149a0880e796346f97c137#diff-49ccd568326308f3c08d04f398c80f9be067bc6c2403c23ea978f394fa80eed0R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-49ccd568326308f3c08d04f398c80f9be067bc6c2403c23ea978f394fa80eed0L15,,
204,"docker-library
wordpress",https://github.com/docker-library/wordpress,637afb53dc03b4af19149a0880e796346f97c137,bac437242c43cd716d2273b14443d3541a7af84e,php5.6/apache/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2016/12/13 05:20,2018/01/02 03:03,2014/08/12 06:32,2019/01/05 09:07,853 days 22:48:00.000000000,"384 days, 21:43:00",https://github.com/docker-library/wordpress/commit/637afb53dc03b4af19149a0880e796346f97c137#diff-f7cb92b76672e03857458ecf05876dbae2bf021617c57525c8006a4e08a463b9R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-f7cb92b76672e03857458ecf05876dbae2bf021617c57525c8006a4e08a463b9L15,,
205,"docker-library
wordpress",https://github.com/docker-library/wordpress,637afb53dc03b4af19149a0880e796346f97c137,bac437242c43cd716d2273b14443d3541a7af84e,php7.0/fpm/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2016/12/13 05:20,2018/01/02 03:03,2016/10/07 07:11,2019/01/05 09:07,66 days 22:09:00.000000000,"384 days, 21:43:00",https://github.com/docker-library/wordpress/commit/637afb53dc03b4af19149a0880e796346f97c137#diff-c0a449a96c3f71b4b6e08ccb6d0960e559413a72b51958c075ea7d94058229beR15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-c0a449a96c3f71b4b6e08ccb6d0960e559413a72b51958c075ea7d94058229beL15,,
206,"docker-library
wordpress",https://github.com/docker-library/wordpress,637afb53dc03b4af19149a0880e796346f97c137,bac437242c43cd716d2273b14443d3541a7af84e,php7.0/apache/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2016/12/13 05:20,2018/01/02 03:03,2016/10/07 07:11,2019/01/05 09:07,66 days 22:09:00.000000000,"384 days, 21:43:00",https://github.com/docker-library/wordpress/commit/637afb53dc03b4af19149a0880e796346f97c137#diff-c2fae8dbd2e172b48faea5ef8a0c26f591b7715cf7b4ae18a45263bada7cf244R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-c2fae8dbd2e172b48faea5ef8a0c26f591b7715cf7b4ae18a45263bada7cf244L15,,
208,"docker-library
wordpress",https://github.com/docker-library/wordpress,637afb53dc03b4af19149a0880e796346f97c137,bac437242c43cd716d2273b14443d3541a7af84e,Dockerfile-debian.template,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2016/12/13 05:20,2018/01/02 03:03,2016/10/07 07:11,,66 days 22:09:00.000000000,"384 days, 21:43:00",https://github.com/docker-library/wordpress/commit/637afb53dc03b4af19149a0880e796346f97c137#diff-79e47e40e79d9731a46d49fe6b1b2e6a9e3ed637df8c855acf5e864ca98f3655R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-79e47e40e79d9731a46d49fe6b1b2e6a9e3ed637df8c855acf5e864ca98f3655L15,,
271,"rocker-org
rocker",https://github.com/rocker-org/rocker,a35c1df7e3dced0956cc4c33fd32ef71a443d8c4,1617fbefba8f6e7cdbbfcdfb6f77c5653249ecb2,rstudio/testing/Dockerfile,"  ## hack to avoid RStudio-bug in detecting build-dependencies         
  # && ln -s&& ln -s ln -s /usr/local/bin/R /usr/bin/R \
  # && ln -s&& ln -s ln -s /usr/local/lib/R /usr/lib/R",2016/12/22 03:57,2016/12/23 00:55,2016/11/12 15:45,,39 days 12:12:00.000000000,20:58:00,https://github.com/rocker-org/rocker/commit/a35c1df7e3dced0956cc4c33fd32ef71a443d8c4#diff-ade6ec2d411a4c40769eccc383c4ca9ff39dbc6b3bb79c5c9c73254a00880e4fR66,https://github.com/rocker-org/rocker/commit/1617fbefba8f6e7cdbbfcdfb6f77c5653249ecb2#diff-ade6ec2d411a4c40769eccc383c4ca9ff39dbc6b3bb79c5c9c73254a00880e4fL66,,
207,"docker-library
wordpress",https://github.com/docker-library/wordpress,f56ccb5de179757eeb043ef5fedea6c3cf4e3bf2,bac437242c43cd716d2273b14443d3541a7af84e,php7.4/fpm/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2017/01/05 09:59,2018/01/02 03:03,2017/01/05 09:59,2019/12/02 18:52,0 days 00:00:00.000000000,"361 days, 17:04:00",https://github.com/docker-library/wordpress/commit/f56ccb5de179757eeb043ef5fedea6c3cf4e3bf2#diff-772f7fa0147fb48c08d5ba983ceb21660b7c477cdca1e9653eb65223a76564deR15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-772f7fa0147fb48c08d5ba983ceb21660b7c477cdca1e9653eb65223a76564deL15,,
203,"docker-library
wordpress",https://github.com/docker-library/wordpress,f56ccb5de179757eeb043ef5fedea6c3cf4e3bf2,bac437242c43cd716d2273b14443d3541a7af84e,php7.4/apache/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2017/01/05 09:59,2018/01/02 03:03,2017/01/05 09:59,2019/12/02 18:52,0 days 00:00:00.000000000,"361 days, 17:04:00",https://github.com/docker-library/wordpress/commit/f56ccb5de179757eeb043ef5fedea6c3cf4e3bf2#diff-0b539af73b9a8968effe55d68d60bfed6708ca9ee2bc68c27e841c8f3619d518R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-0b539af73b9a8968effe55d68d60bfed6708ca9ee2bc68c27e841c8f3619d518L15,,
333,"wikimedia
mediawiki-docker",https://github.com/wikimedia/mediawiki-docker,4b8cc73503e4fadd6f2b01eba840fa787a0d0ee3,b48d43686790d3497fec7a7607d640f9b8c43d67,1.31/apache/Dockerfile,"    # Extensions
    # TODO: make submodules shallow clones?",2015/12/19 10:41,2017/08/05 02:00,2015/08/13 14:16,,"127 days, 20:25:00","594 days, 15:19:00",https://github.com/wikimedia/mediawiki-docker/commit/4b8cc73503e4fadd6f2b01eba840fa787a0d0ee3#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557R43,https://github.com/wikimedia/mediawiki-docker/commit/b48d43686790d3497fec7a7607d640f9b8c43d67#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557L43,https://github.com/wikimedia/mediawiki-docker/commit/8b6397888af7e165e1e1494c6be823a151b616c2#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557R46,"    # VisualEditor
    # TODO: make submodules shallow clones?"
338,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,Dockerfile.template,# TODO get enough builders to test and verify arm32v5 O:),2017/06/17 02:45,2017/09/29 02:39,2017/06/16 01:40,,1 days 01:05:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-8d7a21b017921bb88eaf71656b7b5767203db16e8126fc1e5ad2a9ba0bc542f5R78,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-8d7a21b017921bb88eaf71656b7b5767203db16e8126fc1e5ad2a9ba0bc542f5L78,,
349,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,5/Dockerfile,"# TODO make[2]: *** No rule to make target '/usr/src/gcc/gcc/sync-builtinsndef', needed by 'tree-ssa-loop-prefetch.o'.  Stop.
# (which the builds takes _forever_ to get to)",2017/06/17 02:45,2017/09/29 02:39,2016/04/27 23:55,2019/05/04 07:14,415 days 02:50:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-b1965a2cf1f5e9c33bb5ba0ffcdba567d8e8a374e8c648a5a08ba4920e42d14dR82,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-b1965a2cf1f5e9c33bb5ba0ffcdba567d8e8a374e8c648a5a08ba4920e42d14dL82,,
350,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,5/Dockerfile,# TODO get enough builders to test and verify arm32v5 O:),2017/06/17 02:45,2017/09/29 02:39,2016/04/27 23:55,2019/05/04 07:14,415 days 02:50:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-b1965a2cf1f5e9c33bb5ba0ffcdba567d8e8a374e8c648a5a08ba4920e42d14dR78,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-b1965a2cf1f5e9c33bb5ba0ffcdba567d8e8a374e8c648a5a08ba4920e42d14dL78,,
340,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,Dockerfile.template,"# TODO make[2]: *** No rule to make target '/usr/src/gcc/gcc/sync-builtinsndef', needed by 'tree-ssa-loop-prefetch.o'.  Stop.
# (which the builds takes _forever_ to get to)",2017/06/17 02:45,2017/09/29 02:39,2017/06/16 01:40,,1 days 01:05:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-8d7a21b017921bb88eaf71656b7b5767203db16e8126fc1e5ad2a9ba0bc542f5R82,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-8d7a21b017921bb88eaf71656b7b5767203db16e8126fc1e5ad2a9ba0bc542f5L82,,
342,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,7/Dockerfile,"# TODO make[2]: *** No rule to make target '/usr/src/gcc/gcc/sync-builtinsndef', needed by 'tree-ssa-loop-prefetch.o'.  Stop.
# (which the builds takes _forever_ to get to)",2017/06/17 02:45,2017/09/29 02:39,2017/05/03 01:49,2020/05/08 13:19,45 days 00:56:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-6898db4afa85b77d48beeba80b3363fa16dbb960f0db00a133ccb84cf7db30f5R82,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-6898db4afa85b77d48beeba80b3363fa16dbb960f0db00a133ccb84cf7db30f5L82,,
347,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,6/Dockerfile,# TODO get enough builders to test and verify arm32v5 O:),2017/06/17 02:45,2017/09/29 02:39,2016/09/17 05:50,2020/05/07 22:15,272 days 20:55:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-79c5c8dc11fb72a1c9bfb82c6ad09fc815e919d844ebbe45f501faa22830e255R78,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-79c5c8dc11fb72a1c9bfb82c6ad09fc815e919d844ebbe45f501faa22830e255L78,,
344,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,7/Dockerfile,# TODO get enough builders to test and verify arm32v5 O:),2017/06/17 02:45,2017/09/29 02:39,2017/05/03 01:49,2020/05/08 13:19,45 days 00:56:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-6898db4afa85b77d48beeba80b3363fa16dbb960f0db00a133ccb84cf7db30f5R78,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-6898db4afa85b77d48beeba80b3363fa16dbb960f0db00a133ccb84cf7db30f5L78,,
351,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,4.9/Dockerfile,# TODO get enough builders to test and verify arm32v5 O:),2017/06/17 02:45,2017/09/29 02:39,2014/08/26 07:40,2017/09/30 03:05,1025 days 19:05:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-d56a86239fd82125d0abe124cb93acef69ba1391acf8781520bdad3d6f2a474aR78,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-d56a86239fd82125d0abe124cb93acef69ba1391acf8781520bdad3d6f2a474aL78,,
352,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,4.9/Dockerfile,"# TODO make[2]: *** No rule to make target '/usr/src/gcc/gcc/sync-builtinsndef', needed by 'tree-ssa-loop-prefetch.o'.  Stop.
# (which the builds takes _forever_ to get to)",2017/06/17 02:45,2017/09/29 02:39,2014/08/26 07:40,2017/09/30 03:05,1025 days 19:05:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-d56a86239fd82125d0abe124cb93acef69ba1391acf8781520bdad3d6f2a474aR82,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-d56a86239fd82125d0abe124cb93acef69ba1391acf8781520bdad3d6f2a474aL82,,
346,"docker-library
gcc",https://github.com/docker-library/gcc,3b33871fe9558262cb5ed6253d358f76710e9ccb,1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a,6/Dockerfile,"# TODO make[2]: *** No rule to make target '/usr/src/gcc/gcc/sync-builtinsndef', needed by 'tree-ssa-loop-prefetch.o'.  Stop.
# (which the builds takes _forever_ to get to)",2017/06/17 02:45,2017/09/29 02:39,2016/09/17 05:50,2020/05/07 22:15,272 days 20:55:00.000000000,"103 days, 23:54:00",https://github.com/docker-library/gcc/commit/3b33871fe9558262cb5ed6253d358f76710e9ccb#diff-79c5c8dc11fb72a1c9bfb82c6ad09fc815e919d844ebbe45f501faa22830e255R82,https://github.com/docker-library/gcc/commit/1539ed62d45cbd1e2a4d0c3e94c07ca2acdb914a#diff-79c5c8dc11fb72a1c9bfb82c6ad09fc815e919d844ebbe45f501faa22830e255L82,,
136,"docker
docker-ce",https://github.com/docker/docker-ce,57c34191f2bcdc0f6d0f60583cc37522a0e25a2b,2652782fc983bd35c9e2a7a888c3ebb595cc31e1,components/engine/Dockerfile,# Options for hack/validate/gometalinter,2017/09/13 10:45,2019/09/11 15:58,2013/07/09 13:30,,1526 days 21:15:00.000000000,"728 days, 5:13:00",https://github.com/docker/docker-ce/commit/57c34191f2bcdc0f6d0f60583cc37522a0e25a2b#diff-a3e40a36d8a31c3425a6c7002b217d41d51782bd42bddb2471e89c082fdd4185R220,https://github.com/docker/docker-ce/commit/2652782fc983bd35c9e2a7a888c3ebb595cc31e1#diff-a3e40a36d8a31c3425a6c7002b217d41d51782bd42bddb2471e89c082fdd4185L284,,
86,"moby
moby",https://github.com/moby/moby,b96093fa56a9c085cb3123010be2430753c40cbc,a464a3d51f89566b3e480d66903056004576cc85,Dockerfile,# Options for hack/validate/gometalinter,2017/09/13 10:45,2019/09/11 15:58,2013/07/09 13:30,,1526 days 21:15:00.000000000,"728 days, 5:13:00",https://github.com/moby/moby/commit/b96093fa56a9c085cb3123010be2430753c40cbc#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557R220,https://github.com/moby/moby/commit/a464a3d51f89566b3e480d66903056004576cc85#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557L284,,
188,"31z4
zookeeper-docker",https://github.com/31z4/zookeeper-docker,15b6f73b9f36a8bf4960c661427ac41de49cf534,2ac61a0d18eb23c113c38a57380548a000768cb7,3.5.8/Dockerfile,    # TODO: the distribution given by apache is not gzipped correctly - unzip correctly when fixed,2017/10/24 14:12,2018/06/01 00:36,2017/10/24 14:12,,0 days 00:00:00.000000000,"219 days, 10:24:00",https://github.com/31z4/zookeeper-docker/commit/15b6f73b9f36a8bf4960c661427ac41de49cf534#diff-853194f128ef5d15a265b2ee5ae6e4c74ecf7c9b77f2051452c1c8b9624c22ccR37,https://github.com/31z4/zookeeper-docker/commit/2ac61a0d18eb23c113c38a57380548a000768cb7#diff-82f07a24c38b8dd2a1b9eb8c09f6a96cd07e34d0ded0f8784b1cdbde7b7bb2a5L41,,
201,"docker-library
wordpress",https://github.com/docker-library/wordpress,591388696848f29bfa627ab38f78678135096f15,bac437242c43cd716d2273b14443d3541a7af84e,php7.2/apache/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2017/12/09 05:43,2018/01/02 03:03,2017/12/09 05:43,,0 days 00:00:00.000000000,"23 days, 21:20:00",https://github.com/docker-library/wordpress/commit/591388696848f29bfa627ab38f78678135096f15#diff-50ba26694ba4295d1def66ba49f5b9b8aa3cb225026815022b21fe97b122f9a9R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-50ba26694ba4295d1def66ba49f5b9b8aa3cb225026815022b21fe97b122f9a9L15,,
200,"docker-library
wordpress",https://github.com/docker-library/wordpress,591388696848f29bfa627ab38f78678135096f15,bac437242c43cd716d2273b14443d3541a7af84e,php7.2/fpm/Dockerfile,# TODO consider removing the *-dev deps and only keeping the necessary lib* packages,2017/12/09 05:43,2018/01/02 03:03,2017/12/09 05:43,,0 days 00:00:00.000000000,"23 days, 21:20:00",https://github.com/docker-library/wordpress/commit/591388696848f29bfa627ab38f78678135096f15#diff-d117d9e12b34ec4466416582fc28d4841c611e237127459e74fc508e3478a0f0R15,https://github.com/docker-library/wordpress/commit/bac437242c43cd716d2273b14443d3541a7af84e#diff-d117d9e12b34ec4466416582fc28d4841c611e237127459e74fc508e3478a0f0L15,,
137,"docker
docker-ce",https://github.com/docker/docker-ce,c6bfcea4c884c56b4860c83eb65b39a0fe356c4f,bb78e867906269f45697a2f96d1ad4fbe526c0e7,components/engine/Dockerfile,"# TODO: when issue #35963 fixed, we can upgrade the busybox to multi-arch",2018/01/11 14:14,2018/02/15 17:49,2013/07/09 13:30,,1647 days 00:44:00.000000000,"35 days, 3:35:00",https://github.com/docker/docker-ce/commit/c6bfcea4c884c56b4860c83eb65b39a0fe356c4f#diff-a3e40a36d8a31c3425a6c7002b217d41d51782bd42bddb2471e89c082fdd4185R170,https://github.com/docker/docker-ce/commit/bb78e867906269f45697a2f96d1ad4fbe526c0e7#diff-a3e40a36d8a31c3425a6c7002b217d41d51782bd42bddb2471e89c082fdd4185L183,,
87,"moby
moby",https://github.com/moby/moby,eaae7750efbc80314c5e028c4d43d3cd9e104edd,e3102d5055995a43b090dbc29342a1846a39edae,Dockerfile,"# TODO: when issue #35963 fixed, we can upgrade the busybox to multi-arch",2018/01/11 14:14,2018/02/15 17:49,2013/07/09 13:30,,1647 days 00:44:00.000000000,"35 days, 3:35:00",https://github.com/moby/moby/commit/eaae7750efbc80314c5e028c4d43d3cd9e104edd#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557R170,https://github.com/moby/moby/commit/e3102d5055995a43b090dbc29342a1846a39edae#diff-dd2c0eb6ea5cfc6c4bd4eac30934e2d5746747af48fef6da689e85b752f39557L183,,
